model_name,test_score,cv_score,training_time
RandomForest,0.8111988874769224,0.8275407036477975,6.555622577667236
SVC,0.8075437842565159,0.8339647472276323,2.884615659713745
LogisticRegression,0.8047262044959578,0.82593547821866,2.99906849861145
GradientBoosting,0.7966318197880587,0.8242936015866498,5.2087156772613525
