model_name,test_score,cv_score,training_time
RandomForest,0.8111988874769224,0.8275407036477975,6.71277379989624
SVC,0.8075437842565159,0.8339647472276323,3.126544237136841
LogisticRegression,0.8047262044959578,0.82593547821866,3.243549346923828
GradientBoosting,0.7966318197880587,0.8242936015866498,5.3932812213897705
