feature,importance
categorical__Cabin_B82 B84,0.0003946235758487775
categorical__Cabin_D6,0.00039437451748844436
categorical__Ticket_367231,0.00039381298498770376
categorical__Ticket_243847,0.00039234741228539216
categorical__Cabin_E44,0.000385765662229823
categorical__Cabin_D36,0.0003848065086102877
categorical__Ticket_PC 17603,0.00038466587859225414
categorical__Cabin_E33,0.0003835698264805426
categorical__Ticket_371110,0.00038309056296441255
categorical__Ticket_11771,0.00037502481184791215
categorical__Ticket_PC 17754,0.0003693183804465904
categorical__Ticket_113767,0.0003679732091462569
categorical__Cabin_B3,0.0003643402885795682
categorical__Ticket_24160,0.00035685070605664444
categorical__Ticket_2003,0.00035484105256757643
categorical__Cabin_A5,0.0003513984381759655
categorical__Cabin_F E69,0.0003467348346872567
categorical__Cabin_A14,0.00034178842045685985
categorical__Ticket_13502,0.00033874392081756897
categorical__Ticket_PC 17605,0.000334920215084794
categorical__Ticket_SC/Paris 2163,0.00033384740481798037
categorical__Ticket_113028,0.0003332418854370283
categorical__Ticket_111320,0.00033137083407391957
categorical__Ticket_PC 17597,0.00032955637970514086
categorical__Cabin_C95,0.00031883792311762643
categorical__Ticket_C.A. 33112,0.00030851575364459425
categorical__Ticket_113505,0.0003078615942786065
categorical__Ticket_34218,0.00030324217976423053
categorical__Ticket_2695,0.0002989050287345357
categorical__Cabin_T,0.00029830612643869125
categorical__Cabin_A7,0.0002961310232823259
categorical__Ticket_29103,0.00029510860171110914
categorical__Ticket_C.A. 34260,0.00029003363852029873
categorical__Ticket_26360,0.000288885134994578
categorical__Cabin_B102,0.0002884265500013195
categorical__Ticket_29105,0.0002866187665597397
categorical__Cabin_C23 C25 C27,0.00028445553725007627
categorical__Ticket_112053,0.00028296200246803537
categorical__Ticket_248727,0.0002799064706769298
categorical__Ticket_19928,0.00027763006602301416
categorical__Ticket_13509,0.00027734839830922356
categorical__Ticket_PC 17585,0.0002758873961099446
categorical__Ticket_PC 17590,0.00027413540955268474
categorical__Cabin_F G63,0.0002725190423676755
categorical__Ticket_PC 17600,0.0002713192852193916
categorical__Cabin_E63,0.00026693537365285696
categorical__Ticket_226875,0.0002666633024799905
categorical__Cabin_B94,0.0002627774711468702
categorical__Ticket_111240,0.0002575885414144179
categorical__Ticket_113056,0.00025588151508107215
categorical__Ticket_112379,0.0002552809791543136
categorical__Ticket_113789,0.00025406578263137956
categorical__Ticket_112050,0.0002533023754596181
categorical__Ticket_113796,0.0002505808912231258
categorical__Ticket_330979,0.0002492717531737254
categorical__Cabin_A24,0.0002491968794861978
categorical__Cabin_B18,0.0002458874681779307
categorical__Cabin_C110,0.00024156585551032554
categorical__Ticket_36209,0.00024137923326776262
categorical__Cabin_B57 B59 B63 B66,0.00023811379844304633
categorical__Cabin_E38,0.00023680914005405572
categorical__Cabin_B73,0.0002279886946673313
categorical__Ticket_695,0.0002229665577207074
categorical__Ticket_2685,0.00022169903425395179
categorical__Ticket_113572,0.0002201524077346929
categorical__Ticket_237736,0.0002188160348541766
categorical__Ticket_17463,0.0002164198716538703
categorical__Cabin_C86,0.000215631776840819
categorical__Ticket_230433,0.00021371516587350553
categorical__Ticket_112059,0.0002111111595794583
categorical__Ticket_112058,0.00020674728611253413
categorical__Cabin_B51 B53 B55,0.00020584425585051794
categorical__Ticket_SC/PARIS 2133,0.00020399651071480022
categorical__Ticket_2648,0.0002037147040880485
categorical__Ticket_113800,0.0002032015272710333
categorical__Ticket_2624,0.00020289482775815164
categorical__Cabin_A36,0.00020263821216184004
categorical__Cabin_E68,0.00020115262494351633
categorical__Cabin_B35,0.00019983888192155603
categorical__Ticket_PC 17482,0.00019840635006887527
categorical__Ticket_16966,0.000197523025650274
categorical__Ticket_A/5. 13032,0.00019744369039404272
categorical__Ticket_PC 17569,0.00019602960540082603
categorical__Ticket_13507,0.00019164453296661055
categorical__Ticket_C.A. 17248,0.00018909044717497188
categorical__Ticket_PC 17608,0.0001885071418009814
categorical__Cabin_A32,0.0001878423883752579
categorical__Cabin_D47,0.00018703416399018814
categorical__Ticket_C.A. 34651,0.00018616083228016787
categorical__Ticket_113784,0.00018478117199316682
categorical__Cabin_B78,0.00018404376470165006
categorical__Cabin_E36,0.00018357953260989782
categorical__Cabin_C78,0.00018347907326788328
categorical__Cabin_D21,0.0001715772022352461
categorical__Cabin_D20,0.00017130229487583674
categorical__Ticket_367229,0.00016715184235429714
categorical__Ticket_17474,0.00016485279912894978
categorical__Ticket_19950,0.00016053175965610237
categorical__Ticket_36865,0.0001589571544668371
categorical__Cabin_E58,0.00015804242951333698
categorical__Ticket_11752,0.0001572793633078103
categorical__Ticket_113059,0.00015545752034172146
categorical__Ticket_370371,0.0001540572823619373
categorical__Ticket_367655,0.00014853865374309767
categorical__Ticket_349253,0.00014833778959368258
categorical__Cabin_A19,0.00014554687145379092
categorical__Cabin_E46,0.00014465147726688195
categorical__Ticket_36973,0.0001444841908327211
categorical__Ticket_2697,0.00014206991817086655
categorical__Ticket_28551,0.0001417920974336488
categorical__Ticket_110152,0.0001414055955450303
categorical__Cabin_B39,0.0001387391474872482
categorical__Cabin_D9,0.00013172483943712533
categorical__Cabin_B69,0.00013034792012401477
categorical__Ticket_349241,0.00012997809503222075
categorical__Cabin_B77,0.0001299129566889008
categorical__Ticket_2700,0.00012822207405809307
categorical__Ticket_36568,0.0001268948129190164
categorical__Ticket_693,0.00012556406634105352
categorical__Ticket_54636,0.0001236033486864135
categorical__Ticket_244310,0.00012329414428017144
categorical__Ticket_19996,0.0001232707204047013
categorical__Ticket_111361,0.00012289876202721615
categorical__Ticket_349239,0.00012288389762342625
categorical__Ticket_28424,0.000122401236819405
categorical__Ticket_2641,0.00012099152456843023
categorical__Ticket_5727,0.00011743413971411284
categorical__Ticket_PC 17318,0.00011715808334317155
categorical__Ticket_334912,0.00011684585379306053
categorical__Ticket_367232,0.0001145281513881614
categorical__Cabin_C54,0.00011255130474824429
categorical__Ticket_348124,0.00011091837169062393
categorical__Ticket_PC 17477,0.000110256569788502
categorical__Ticket_349213,0.00010978866493120274
categorical__Ticket_2680,0.00010654486055454418
categorical__Ticket_239853,0.00010649565384087382
categorical__Ticket_236171,0.00010441873437358472
categorical__Ticket_384461,0.00010388099419763019
categorical__Ticket_370365,0.00010356181412634705
categorical__Cabin_C90,0.00010182271073373077
categorical__Ticket_350052,0.00010138186559133671
categorical__Ticket_C.A. 29395,0.0001012710621895662
categorical__Ticket_P/PP 3381,0.00010124171227622254
categorical__Ticket_368323,0.00010106893444394251
categorical__Ticket_17465,0.0001005232277200615
categorical__Ticket_112052,9.958726631234711e-05
categorical__Ticket_29104,9.735134698819695e-05
categorical__Ticket_250655,9.668064482865758e-05
categorical__Ticket_113803,9.590409699009678e-05
categorical__Cabin_C45,9.57118363122328e-05
categorical__Ticket_248740,9.340026464910495e-05
categorical__Cabin_E49,9.252576029991393e-05
categorical__Ticket_370369,9.231015029367585e-05
categorical__Ticket_2623,9.160339592144345e-05
categorical__Ticket_330877,9.142924306435495e-05
categorical__Ticket_SC/PARIS 2131,8.727371474048598e-05
categorical__Ticket_17464,8.714467431490786e-05
categorical__Ticket_13568,8.680073296787256e-05
categorical__Ticket_27267,8.569072573525398e-05
categorical__Ticket_250646,8.442608572267647e-05
categorical__Cabin_F G73,8.283921941424313e-05
categorical__Ticket_19972,8.163885939436322e-05
categorical__Ticket_2671,8.074690736822655e-05
categorical__Ticket_PC 17610,7.782313760026186e-05
categorical__Ticket_2669,7.768188287206309e-05
categorical__Cabin_B22,7.749001304329499e-05
categorical__Ticket_SC/AH 29037,7.628382004226698e-05
categorical__Ticket_336439,7.564118551424869e-05
categorical__Ticket_A/4 48871,7.541353083388933e-05
categorical__Ticket_244358,7.487019715163946e-05
categorical__Ticket_364498,7.380038088169176e-05
categorical__Ticket_C.A. 2673,7.340970068389071e-05
categorical__Ticket_2662,7.231204995858026e-05
categorical__Ticket_65304,7.145305476972975e-05
categorical__Ticket_3411,7.055749201265903e-05
categorical__Ticket_239865,6.953538286164952e-05
categorical__Cabin_E34,6.81791674746693e-05
categorical__Ticket_2683,6.643311961597777e-05
categorical__Ticket_2686,6.565757657279519e-05
categorical__Cabin_C83,6.557600076840109e-05
categorical__Cabin_C85,6.521945017873081e-05
categorical__Ticket_233639,6.512127743715718e-05
categorical__Ticket_WE/P 5735,6.503533889662695e-05
categorical__Cabin_B20,6.398524131887286e-05
categorical__Ticket_28664,6.37434894761405e-05
categorical__Ticket_237565,6.346301218770469e-05
categorical__Ticket_LINE,6.282200348147661e-05
categorical__Ticket_348121,6.224885493230307e-05
categorical__Ticket_2664,6.0521378912107276e-05
categorical__Cabin_B5,5.9897893338433256e-05
categorical__Ticket_STON/O 2. 3101293,5.94349990148802e-05
categorical__Ticket_358585,5.908859581927944e-05
categorical__Ticket_3101276,5.6451030236110794e-05
categorical__Ticket_2672,5.5273822430558366e-05
categorical__Cabin_C7,5.411700408163739e-05
categorical__Ticket_17466,5.336288887528214e-05
categorical__Ticket_2629,5.03593393541945e-05
categorical__Ticket_229236,5.03581332657953e-05
categorical__Ticket_A/5 3536,5.030860107432665e-05
categorical__Ticket_28425,4.996410264076756e-05
categorical__Ticket_31027,4.969676041733446e-05
categorical__Ticket_28403,4.90597960891868e-05
categorical__Cabin_C68,4.872631494104265e-05
categorical__Ticket_SC/PARIS 2167,4.837639239635096e-05
categorical__Ticket_370377,4.700723927235744e-05
categorical__Ticket_PC 17599,4.6679818177361444e-05
categorical__Ticket_3101296,4.662630813746496e-05
categorical__Ticket_364500,4.5956389966268016e-05
categorical__Ticket_350404,4.590346360417019e-05
categorical__Ticket_65303,4.559477670597557e-05
categorical__Ticket_244361,4.543118900689558e-05
categorical__Ticket_234686,4.498108354621672e-05
categorical__Ticket_12233,4.3894985090923184e-05
categorical__Ticket_219533,4.366317686006292e-05
categorical__Ticket_349254,4.216582743541108e-05
categorical__Ticket_237442,4.211710419260936e-05
categorical__Ticket_3101267,4.194386598075665e-05
categorical__Ticket_113776,4.182441277917396e-05
categorical__Ticket_349910,4.155759970327478e-05
categorical__Ticket_345778,4.100609900901118e-05
categorical__Ticket_A/5 21171,4.0672721145536014e-05
categorical__Ticket_26707,3.959123525617459e-05
categorical__Ticket_370376,3.9217996242939985e-05
categorical__Ticket_244278,3.867706362093427e-05
categorical__Ticket_3101277,3.865969232260552e-05
categorical__Ticket_350048,3.857632582918067e-05
categorical__Ticket_SOTON/O2 3101272,3.855810426026909e-05
categorical__Ticket_28134,3.833640578198948e-05
categorical__Cabin_E40,3.699263144304926e-05
categorical__Ticket_312992,3.673788519143108e-05
categorical__Ticket_4579,3.6650893639488095e-05
categorical__Cabin_C2,3.6049606388681265e-05
categorical__Ticket_C.A. 29178,3.571982499040333e-05
categorical__Ticket_STON/O 2. 3101292,3.529748507292654e-05
categorical__Ticket_345770,3.489230699036137e-05
categorical__Ticket_250653,3.486004258587872e-05
categorical__Ticket_A4. 54510,3.4718505011390266e-05
categorical__Ticket_350025,3.4633010178779584e-05
categorical__Ticket_2628,3.400502497054277e-05
categorical__Ticket_392092,3.396762696834365e-05
categorical__Ticket_S.O.P. 1166,3.309183829679652e-05
categorical__Ticket_315151,3.292072428804469e-05
categorical__Ticket_31028,3.2388226925748783e-05
categorical__Ticket_A/5 3594,3.1631539060193316e-05
categorical__Ticket_2631,3.132695180902807e-05
categorical__Ticket_345765,3.124979640532512e-05
categorical__Ticket_349228,3.1122955311405175e-05
categorical__Ticket_347061,3.088476361678614e-05
categorical__Ticket_349206,3.0618513108190685e-05
categorical__Cabin_B42,3.034445989878223e-05
categorical__Ticket_347062,3.0192244189706184e-05
categorical__Ticket_STON/O2. 3101279,2.8618638644330436e-05
categorical__Ticket_A.5. 18509,2.8608806894771646e-05
categorical__Ticket_239854,2.852874850277605e-05
categorical__Ticket_248723,2.8493002713907488e-05
categorical__Cabin_C126,2.8414888468019478e-05
categorical__Ticket_347060,2.8327368135630783e-05
categorical__Ticket_SOTON/O2 3101287,2.8238860336048398e-05
categorical__Ticket_364506,2.807997801980358e-05
categorical__Ticket_29751,2.7925944337104168e-05
categorical__Ticket_248731,2.727123161924212e-05
categorical__Cabin_B4,2.6933917670647944e-05
categorical__Ticket_A/5 3902,2.6271024403767133e-05
categorical__Cabin_C62 C64,2.6032186464414243e-05
categorical__Ticket_350047,2.5830062367512473e-05
categorical__Ticket_323592,2.5731082557550556e-05
categorical__Ticket_374910,2.5450692324566527e-05
categorical__Ticket_349249,2.5439713428505296e-05
categorical__Ticket_349233,2.520249018426922e-05
categorical__Ticket_C.A. 5547,2.4625073278930957e-05
categorical__Ticket_A/5 2817,2.4591350664628898e-05
categorical__Ticket_343275,2.4435705452398214e-05
categorical__Ticket_3101264,2.4432818648477166e-05
categorical__Ticket_7534,2.3953618008752262e-05
categorical__Ticket_C 7075,2.3834195874826957e-05
categorical__Ticket_11813,2.3769965866457268e-05
categorical__Ticket_347743,2.3765982533608022e-05
categorical__Ticket_W/C 14208,2.3508346754173002e-05
categorical__Ticket_PC 17756,2.311561756436779e-05
categorical__Ticket_8471,2.2825309689889648e-05
categorical__Ticket_349251,2.2735256831282446e-05
categorical__Ticket_250647,2.2427499658601106e-05
categorical__Ticket_C.A. 24579,2.2347823899011347e-05
categorical__Ticket_349252,2.230045327352057e-05
categorical__Ticket_A/4. 34244,2.2202396120288787e-05
categorical__Ticket_2223,2.2072105806569335e-05
categorical__Ticket_W./C. 14263,2.123876727286938e-05
categorical__Ticket_349247,2.1193831676272205e-05
categorical__Ticket_226593,2.100815387706379e-05
categorical__Ticket_C.A. 33111,2.087168333150724e-05
categorical__Ticket_323951,2.0870289534434732e-05
categorical__Ticket_7267,2.0785736960126288e-05
categorical__Ticket_315094,2.0785615669051387e-05
categorical__Ticket_C.A. 18723,2.0752762762467117e-05
categorical__Ticket_347067,2.033900725870049e-05
categorical__Ticket_28228,2.004387909640553e-05
categorical__Ticket_11967,1.9962036674543332e-05
categorical__Ticket_7545,1.972043402224638e-05
categorical__Ticket_363592,1.948123887737897e-05
categorical__Ticket_315089,1.9363006691617367e-05
categorical__Ticket_SOTON/OQ 392076,1.891293416964535e-05
categorical__Ticket_349246,1.8715355321731866e-05
categorical__Ticket_343276,1.8598578065630954e-05
categorical__Ticket_A/5 21173,1.855563101052799e-05
