feature,importance
categorical__Ticket_29011,1.836041147702515e-05
categorical__Ticket_347069,1.8203862106186483e-05
categorical__Ticket_347063,1.8157984779373904e-05
categorical__Ticket_315086,1.81283070238174e-05
categorical__Ticket_C.A. 24580,1.734504630578763e-05
categorical__Ticket_29108,1.6998507697361737e-05
categorical__Ticket_220367,1.696033932400534e-05
categorical__Ticket_349912,1.665737639328393e-05
categorical__Ticket_A.5. 11206,1.6569785641919485e-05
categorical__Ticket_A./5. 3235,1.6544338126100933e-05
categorical__Ticket_SOTON/O.Q. 3101311,1.650986203120911e-05
categorical__Ticket_28665,1.6500872328525557e-05
categorical__Ticket_SOTON/OQ 3101317,1.6252764325822417e-05
categorical__Ticket_A/5 21172,1.611065635954084e-05
categorical__Ticket_349208,1.5695349084981978e-05
categorical__Ticket_SOTON/O.Q. 3101306,1.5586419000154752e-05
categorical__Ticket_349231,1.5396968380311685e-05
categorical__Cabin_C123,1.531459784870408e-05
categorical__Ticket_28206,1.5146736422744083e-05
categorical__Ticket_A/4. 20589,1.5024749789968328e-05
categorical__Ticket_C.A. 29566,1.4781630660343924e-05
categorical__Ticket_A/4 45380,1.462805186732423e-05
categorical__Cabin_C99,1.4627789976916238e-05
categorical__Ticket_350036,1.4361290464485284e-05
categorical__Ticket_SOTON/O.Q. 3101307,1.4286803852721046e-05
categorical__Ticket_3460,1.404964740371011e-05
categorical__Ticket_231945,1.4040539050179427e-05
categorical__Ticket_374746,1.3694186640892508e-05
categorical__Ticket_349242,1.369415718265581e-05
categorical__Ticket_14973,1.367988978174075e-05
categorical__Ticket_7540,1.3669306609431452e-05
categorical__Ticket_315097,1.3656357207349175e-05
categorical__Ticket_349243,1.346489533081186e-05
categorical__Ticket_C.A. 6212,1.3437718001509376e-05
categorical__Ticket_SOTON/O.Q. 3101305,1.342023571173111e-05
categorical__Ticket_347468,1.33869474050278e-05
categorical__Ticket_28213,1.3155528604979946e-05
categorical__Ticket_350050,1.3045328428532012e-05
categorical__Ticket_21440,1.2823838305402987e-05
categorical__Ticket_345783,1.2701438478860794e-05
categorical__Ticket_C 7076,1.2682213233530366e-05
categorical__Ticket_347464,1.2614592465258783e-05
categorical__Cabin_D15,1.2609155787048688e-05
categorical__Ticket_250643,1.2518963813845787e-05
categorical__Ticket_349214,1.2408690515412008e-05
categorical__Ticket_349257,1.2389175452217546e-05
categorical__Ticket_315090,1.2314767014491713e-05
categorical__Cabin_B49,1.2065144721431035e-05
categorical__Ticket_STON/O 2. 3101275,1.186891005864923e-05
categorical__Ticket_349219,1.1790774281046682e-05
categorical__Ticket_345767,1.1787385972608733e-05
categorical__Ticket_312993,1.1207753773538156e-05
categorical__Ticket_345364,1.116954450661593e-05
categorical__Ticket_349209,1.0552099254510426e-05
categorical__Ticket_349227,1.0454272360395398e-05
categorical__Ticket_6563,1.0324815100016438e-05
categorical__Ticket_STON/O 2. 3101280,1.021724036422017e-05
categorical__Ticket_8475,1.0149326080717809e-05
categorical__Ticket_A./5. 2152,1.0015735832953945e-05
categorical__Ticket_S.O./P.P. 751,9.980190917429717e-06
categorical__Ticket_345781,9.881567118950358e-06
categorical__Ticket_349221,9.779545652243115e-06
categorical__Ticket_347064,9.639598809144086e-06
categorical__Ticket_349204,9.534001793491371e-06
categorical__Ticket_349218,9.371761068718811e-06
categorical__Ticket_11767,9.080960108921177e-06
categorical__Ticket_349215,9.00682570873534e-06
categorical__Ticket_SOTON/O.Q. 3101310,8.785613906645828e-06
categorical__Ticket_349224,8.776899009547762e-06
categorical__Ticket_A/4. 39886,8.71637974286441e-06
categorical__Ticket_315093,8.713555165046371e-06
categorical__Ticket_350060,8.651115956998661e-06
categorical__Ticket_SOTON/OQ 392082,8.48018071654074e-06
categorical__Ticket_STON/O 2. 3101273,8.380758556565534e-06
categorical__Ticket_A/S 2816,8.254823717019406e-06
categorical__Ticket_PP 4348,8.072331691517165e-06
categorical__Cabin_D11,7.881308805153265e-06
categorical__Ticket_A/5. 2151,7.829759814114725e-06
categorical__Ticket_S.P. 3464,7.744850652345187e-06
categorical__Cabin_A16,7.73652361909088e-06
categorical__Ticket_349201,7.53701908791835e-06
categorical__Ticket_11755,7.375125150533989e-06
categorical__Ticket_239855,6.993017496945908e-06
categorical__Ticket_350029,6.987196273524766e-06
categorical__Ticket_S.C./A.4. 23567,6.920918254143295e-06
categorical__Ticket_Fa 265302,6.8586437626113325e-06
categorical__Ticket_362316,6.7748690114589755e-06
categorical__Ticket_349234,6.7557033755718315e-06
categorical__Ticket_324669,6.707376522262745e-06
categorical__Ticket_218629,6.580412935797804e-06
categorical__Ticket_SOTON/O.Q. 3101312,6.358698040211287e-06
categorical__Ticket_A/5 2466,6.155808153040744e-06
categorical__Ticket_374887,5.992801745979722e-06
categorical__Ticket_349225,5.992042666894907e-06
categorical__Ticket_349223,5.84235598981444e-06
categorical__Ticket_350035,5.8389444474696324e-06
categorical__Ticket_315037,5.816045582607426e-06
categorical__Ticket_239856,5.62567494063395e-06
categorical__Ticket_349248,5.286373019088118e-06
categorical__Ticket_C 4001,5.098006189899265e-06
categorical__Ticket_349212,4.752836491437517e-06
categorical__Ticket_349203,4.662473083428414e-06
categorical__Cabin_C32,3.982955028032211e-06
categorical__Ticket_349210,2.6466910994675156e-06
categorical__Ticket_A/5 21174,2.6318666018607558e-06
categorical__Cabin_B80,8.890323517873869e-07
